col1,SOURCE_ID,solution_id,DESIGNATION,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,Gaia_G,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,Gaia_Bp,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,Gaia_Rp,phot_bp_rp_excess_factor,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error,rv_method_used,rv_nb_transits,rv_nb_deblended_transits,rv_visibility_periods_used,rv_expected_sig_to_noise,rv_renormalised_gof,rv_chisq_pvalue,rv_time_duration,rv_amplitude_robust,rv_template_teff,rv_template_logg,rv_template_fe_h,rv_atm_param_origin,vbroad,vbroad_error,vbroad_nb_transits,grvs_mag,grvs_mag_error,grvs_mag_nb_transits,rvs_spec_sig_to_noise,phot_variable_flag,l,b,ecl_lon,ecl_lat,in_qso_candidates,in_galaxy_candidates,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,in_andromeda_survey,classprob_dsc_combmod_quasar,classprob_dsc_combmod_galaxy,classprob_dsc_combmod_star,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,logg_gspphot,logg_gspphot_lower,logg_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,distance_gspphot,distance_gspphot_lower,distance_gspphot_upper,azero_gspphot,azero_gspphot_lower,azero_gspphot_upper,ag_gspphot,ag_gspphot_lower,ag_gspphot_upper,ebpminrp_gspphot,ebpminrp_gspphot_lower,ebpminrp_gspphot_upper,libname_gspphot,original_psc_source_id,designation,allwise_oid,allwise_oid_2,Jmag,Hmag,Kmag,ph_qual,W1,W2,W3,W4,wise_phq,Gaia_G-Gaia_Bp,Gaia_G-Gaia_Rp,Gaia_Bp-Gaia_Rp,Jmag-Hmag,Jmag-Kmag,Hmag-Kmag,W1-W2,W1-W3,W1-W4,W2-W3,W2-W4,W3-W4,main_id,ra_x,dec_x,coo_err_maj,coo_err_min,coo_err_angle,otype,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra_x,pmdec_x,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B_x,V,R_x,J,H,K,u,g,r_xa,i,z,angDist
18711,507238150222140672,1636148068921376768,Gaia DR3 507238150222140672,507238150222140672,238476878,2016.0,34.042712240888875,0.013594324,59.2793651092543,0.016026804,0.3113585624600132,0.020805363,14.965303,0.72969586,-0.4416056806102116,0.020220153,-0.580896265143815,0.021017551,0.0005542507,0.13278003,0.17877077,-0.14778757,0.03404025,-0.14069831,-0.07720532,-0.026980473,-0.025057256,-0.09485361,369,369,365,4,8.354127,1944.2998,0.16501865,45.10621,31,False,1.4402022,,,,,,,,42,21,0.030096717,50,17,0,0.03693671,1.0382907,0,0,1.3259586,,,,,,,,,False,391,563234.0026024007,1282.7538,439.08194,11.310645,46,227615.4845213516,1257.6715,180.98166,11.945538,46,485592.4854272039,2975.1418,163.21658,10.532216,1.2662729,0,0,0,0,0,1.4133215,0.63489246,0.77842903,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,133.57507587325236,-1.8301553148623344,54.9910724611257,42.45211057685132,False,False,0,True,True,False,False,False,True,True,False,1.200174e-10,4.561615e-10,0.9999782,29262.277,29200.719,29357.113,3.9533,3.9319,3.9766,-0.9315,-0.9832,-0.8436,1860.2009,1795.6016,1924.98,3.8204,3.8182,3.823,3.3887,3.3867,3.3911,1.8749,1.8737,1.8764,OB,02161024+5916456,02161024+5916456,692974641,692974641,9.703,9.354,9.104,AAA,8.471,8.175,7.609,6.833,AAAA,-0.63489246,0.77842903,1.4133215,0.34899998,0.599,0.25,0.2959999999999994,0.8620000000000001,1.638,0.5660000000000007,1.3420000000000003,0.7759999999999998,EM* VES  727,34.0427160829,59.279367691,0.0,0.0,90.0, Em*,7,02 16 10.25186,+59 16 45.7237,A,2020yCat.1350....0G,EmLine*,*|Em*|NIR|Opt,,,,,OB+e,,0.3114,0.0208,-0.442,-0.581,0.02,0.021,90.0,,,,12.85,11.85,,9.7,9.354,9.104,,,,,,0.011675
19144,512868955427507968,1636148068921376768,Gaia DR3 512868955427507968,512868955427507968,366397734,2016.0,24.524457121525444,0.011567562,63.86184084706427,0.013779792,0.3809314017988655,0.017865794,21.321829,1.5020101,-1.4814961006704293,0.014237973,-0.2473936061498461,0.018184813,-0.13970427,-0.13904275,-0.27858818,-0.016811157,-0.002657485,-0.058464654,0.11250687,-0.01795906,0.051177055,-0.27437922,482,482,467,15,-0.59020853,1780.1165,0.15086256,38.344566,31,False,1.5917398,,,,,,,,55,26,0.02639217,65,22,2,0.060890038,59.61056,0,0,0.9799298,,,,,,,,,False,539,544363.4438729209,1725.5214,315.47766,11.347645,60,307496.0957235081,2277.424,135.01926,11.618943,62,355244.3838082654,4806.5093,73.90902,10.871577,1.2174596,0,0,0,0,0,0.74736595,0.2712984,0.47606754,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,128.04377173477306,1.4541584499269158,52.63433412196495,48.66997371929025,False,False,0,True,True,False,True,False,True,True,False,2.8255217e-08,2.643297e-09,0.999982,27696.31,27529.744,27917.383,4.1714,4.1589,4.179,0.0012,0.0001,0.0036,2518.3752,2474.7595,2578.2878,2.227,2.2225,2.2322,2.0984,2.0941,2.1036,1.1504,1.148,1.1535,OB,01380586+6351425,01380586+6351425,707970587,707970587,10.605,10.477,10.358,AAA,9.391,9.07,8.087,6.905,AAAA,-0.2712984,0.47606754,0.74736595,0.1279993,0.24699974,0.119000435,0.3209999999999997,1.3040000000000005,2.486,0.9830000000000004,2.165,1.1819999999999995,EM* AS   33,24.5244720679,63.8618419466,0.0,0.0,90.0, Em*,11,01 38 05.87330,+63 51 42.6310,A,2020yCat.1350....0G,EmLine*,*|Em*|EmO|NIR,,,,,B,,0.3809,0.0179,-1.481,-0.247,0.014,0.018,90.0,,,,11.9,11.29,,10.605,10.477,10.358,,,,,,0.024032
39492,5712090728832732288,1636148068921376768,Gaia DR3 5712090728832732288,5712090728832732288,768084344,2016.0,116.08751218856834,0.011633493,-21.75092700428623,0.012644881,0.3001250329768054,0.01780986,16.851622,3.1876824,-1.8202198430902303,0.01590983,2.616891129985156,0.01613409,-0.18266813,-0.07271988,-0.013517481,0.10391552,0.14012684,0.105028465,-0.09439045,0.16695936,-0.28267252,-0.032611538,333,333,328,5,-0.038229655,913.7117,0.10726632,14.094938,31,True,1.6655798,,,,,,,,38,20,0.023178235,39,12,0,0.023398237,147.72485,0,0,0.99746495,,,,,,,,,False,335,2262109.4767450434,1275.5828,1773.393,9.801083,37,1458223.0708370858,1458.1925,1000.02094,9.928983,38,1227577.1963003194,2334.3538,525.8745,9.525273,1.187299,0,0,0,0,0,0.4037094,0.12790012,0.2758093,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,238.19686983257407,1.156251276286302,123.46322156334068,-42.207014709595285,True,False,0,True,True,False,False,False,True,True,False,0.054080155,5.1081095e-09,0.00010023832,18131.125,17976.67,18246.715,3.4203,3.4076,3.4335,-0.2203,-0.2553,-0.1795,2381.853,2345.8606,2413.4058,1.3381,1.3322,1.342,1.2808,1.2749,1.2847,0.6965,0.6932,0.6987,A,07442100-2145032,07442100-2145032,254496214,254496214,9.268,9.135,8.925,AAA,8.652,8.339,7.482,6.561,AAAA,-0.12790012,0.2758093,0.4037094,0.13299942,0.34299946,0.21000004,0.3129999999999988,1.169999999999999,2.091,0.8570000000000002,1.7780000000000005,0.9210000000000004,HD  62654,116.0875208986,-21.7509386349,0.0,0.0,90.0, Be*,18,07 44 21.00502,-21 45 03.3791,A,2020yCat.1350....0G,Be*,*|Be*|Em*|NIR,,,,,B8,,0.3001,0.0178,-1.82,2.617,0.016,0.016,90.0,,,,10.04,9.91,,9.268,9.135,8.925,,,,,,0.051003
63637,5313781199877506816,1636148068921376768,Gaia DR3 5313781199877506816,5313781199877506816,346917563,2016.0,141.10479172609158,0.010737173,-50.31630828906573,0.010909469,0.4806920392452967,0.012666244,37.950638,8.036215,-6.450504717410005,0.014353487,4.79288374646436,0.013446922,0.036644608,0.043289926,-0.06442692,0.10603008,0.23387054,0.13603331,-0.1915833,0.083557084,-0.001394293,-0.038212985,355,355,354,1,-3.9952412,975.45166,0.09689925,14.094306,31,False,1.5176425,,,,,,,,40,26,0.020123038,61,43,0,0.0031088188,179.25568,0,0,0.8517503,,,,,,,,,True,470,560541.0466359856,835.0054,671.3023,11.315848,55,276050.5359435772,1314.218,210.04927,11.736071,55,417230.6393213986,1630.5471,255.88383,10.696955,1.2368071,0,55,0,55,0,1.0391159,0.42022228,0.6188936,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,272.83291458158226,0.0503329141825823,172.91878898095553,-59.94707436884171,False,False,0,True,True,False,True,False,False,True,False,7.7866824e-10,1.5829006e-10,0.9999944,,,,,,,,,,,,,,,,,,,,,,,09242516-5018588,09242516-5018588,97841656,97841656,9.822,9.589,9.355,AAA,9.02,8.721,7.859,6.972,AAAA,-0.42022228,0.6188936,1.0391159,0.2329998,0.467,0.2340002,0.2989999999999995,1.1609999999999996,2.047999999999999,0.8620000000000001,1.7489999999999997,0.8869999999999996,WRAY 15-371,141.1048366231,-50.3163295908,0.0,0.0,90.0, Em*,10,09 24 25.16079,-50 18 58.7865,A,2020yCat.1350....0G,EmLine*,*|Em*|NIR,,,,,OB,,0.4807,0.0127,-6.451,4.793,0.014,0.013,90.0,,,,12.32,11.63,11.48,9.822,9.589,9.355,,12.04,11.45,11.13,,0.128579
113054,5928760421529780736,1636148068921376768,Gaia DR3 5928760421529780736,5928760421529780736,1215656493,2016.0,247.86385880582787,0.013922091,-56.0179369253846,0.011321494,0.4917276460435352,0.019072404,25.782152,2.858069,-1.2269657819751707,0.021120409,-2.5813005260029662,0.01646461,-0.07395712,-0.109109975,0.1537268,-0.2233481,-0.18825307,-0.25703418,0.016624963,0.2246206,0.08979694,-0.025973111,347,347,343,4,-6.3552055,801.6901,0.09547112,8.719738,31,False,1.5967206,,,,,,,,39,20,0.029667273,45,12,0,0.014385578,176.25632,0,0,0.76491314,,,,,,,,,False,353,569756.2525786445,232.0452,2455.3677,11.298144,41,330794.149769362,188.04941,1759.081,11.539648,40,345662.86883093393,117.56985,2940.064,10.901263,1.1872745,0,0,0,0,0,0.6383848,0.24150372,0.3968811,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,330.31005838449937,-5.32565724004157,255.3358934060033,-33.700015120229104,False,False,0,True,True,False,False,False,True,True,False,8.035356e-11,5.104174e-13,0.99998385,9017.12,8968.955,9109.0205,3.4897,3.4406,3.5723,0.1884,0.1441,0.3131,1518.9379,1356.6207,1644.2195,1.259,1.2501,1.2721,1.1491,1.1407,1.1617,0.6178,0.6132,0.6245,A,16312732-5601044,16312732-5601044,72653844,72653844,10.35,10.208,10.031,AAA,9.517,9.038,7.897,6.917,AAAA,-0.24150372,0.3968811,0.6383848,0.1420002,0.31900024,0.17700005,0.4789999999999992,1.6199999999999992,2.6,1.141,2.1210000000000004,0.9800000000000004,TYC 8716-1457-1,247.8638685622,-56.0179254529,0.0,0.0,90.0,   *,0,16 31 27.32845,-56 01 04.5316,A,2020yCat.1350....0G,Star,*|NIR,,,,,,,0.4917,0.0191,-1.227,-2.581,0.021,0.016,90.0,,,,11.82,11.65,,10.35,10.208,10.031,,,,,,0.045729
196040,2016084518057814400,1636148068921376768,Gaia DR3 2016084518057814400,2016084518057814400,840447339,2016.0,357.94731186629417,0.008716965,63.02415396267569,0.009228468,0.3279114016177563,0.0110311005,29.726082,3.8116813,-3.4617342256540216,0.011325373,-1.5954027633206955,0.012160405,-0.2529047,0.14567085,-0.1424032,-0.15415958,-0.020322135,-0.20356439,0.2964874,0.021294374,-0.09533036,-0.38640773,415,415,412,3,-4.1925664,652.5416,0.061742447,5.350121,31,False,1.5736613,,,,,,,,47,26,0.019435778,53,16,0,0.035864506,57.682034,0,0,0.85593295,,,,,,,,,False,432,326731.9796452553,1223.3127,267.08786,11.901888,46,178262.21849920106,1400.624,127.27343,12.210894,43,217888.50918871007,3046.1294,71.52963,11.402309,1.2124639,0,0,0,0,0,0.8085842,0.30900574,0.49957848,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,116.22747580968914,0.9314627834010728,36.83738300168767,55.49947945063238,False,False,0,True,True,False,False,False,True,True,False,2.7455413e-09,5.1081014e-13,0.9999831,19936.47,19840.084,19982.12,3.8477,3.8215,3.8788,0.3833,0.1069,0.4997,2954.0493,2806.4578,3064.9104,2.2324,2.2178,2.2375,2.0751,2.0603,2.0803,1.1351,1.1267,1.1381,A,23514735+6301270,23514735+6301270,705386897,705386897,10.944,10.849,10.763,AAA,10.093,9.772,8.102,6.696,AAAA,-0.30900574,0.49957848,0.8085842,0.09500027,0.18100071,0.08600044,0.3209999999999997,1.991,3.397,1.67,3.0760000000000005,1.4060000000000006,EM* GGR  164,357.9473457838,63.0241610534,0.0,0.0,90.0, Em*,11,23 51 47.36299,+63 01 26.9798,A,2020yCat.1350....0G,EmLine*,*|Em*|NIR,,,,,B,,0.3279,0.011,-3.462,-1.595,0.011,0.012,90.0,,,,12.46,11.9,,10.944,10.849,10.763,,,,,,0.060987
199103,2010609607288312704,1636148068921376768,Gaia DR3 2010609607288312704,2010609607288312704,601037461,2016.0,348.1796547618842,0.013263736,58.82626121143202,0.012349735,0.4719587423185744,0.0151207,31.212757,4.2519836,-3.5551570900697387,0.018626237,-2.3324282974549573,0.014831329,-0.14269252,0.047900453,-0.12510316,-0.27121,0.2314406,-0.36701527,0.16476786,-0.25146204,0.09925145,-0.27058378,339,339,335,4,-1.6422671,863.0614,0.10599045,14.503882,31,False,1.5077,,,,,,,,39,26,0.027622892,45,17,2,0.011594978,69.365395,0,0,0.93577266,,,,,,,,,False,368,441652.2113871077,851.58655,518.6228,11.574666,44,213900.32757553944,944.428,226.48665,12.013014,44,333182.2452994354,2258.9004,147.49754,10.941191,1.238718,0,0,0,0,0,1.0718231,0.43834782,0.6334753,,,,,,,,,,,,,,,,,,,,,,,VARIABLE,110.44453785349884,-1.6312558158243602,25.627977370837943,55.80984068934909,False,False,0,True,True,False,True,False,True,True,False,3.8649883e-10,9.0862345e-11,0.99998695,25530.912,24915.527,25767.385,4.0227,3.9885,4.0715,-0.9538,-0.9941,-0.5763,2003.172,1855.503,2105.0803,2.9158,2.9064,2.9207,2.6606,2.6508,2.6658,1.4631,1.4572,1.4662,OB,23124312+5849345,23124312+5849345,691368807,691368807,10.27,9.965,9.712,AAA,9.262,8.968,8.161,6.993,AAAA,-0.43834782,0.6334753,1.0718231,0.3050003,0.55800056,0.25300026,0.2940000000000005,1.1010000000000009,2.269,0.8070000000000004,1.975,1.1679999999999993,EM* VES  960,348.1796852867,58.8262715778,0.0,0.0,90.0, Em*,5,23 12 43.12447,+58 49 34.5777,A,2020yCat.1350....0G,EmLine*,*|Em*|NIR,,,,,,,0.472,0.0151,-3.555,-2.332,0.019,0.015,90.0,,,,12.53,11.78,,10.27,9.96,9.712,,,,,,0.068032
21781,513885866245673344,1636148068921376768,Gaia DR3 513885866245673344,513885866245673344,1511901685,2016.0,35.615596743405845,0.008644219,62.59183703262652,0.012669673,0.4358313380120179,0.018905299,23.053394,0.6809593,-0.5641032943252197,0.010922516,-0.3814354696803747,0.017471638,-0.500479,-0.021442244,-0.17144874,-0.013743599,0.09478653,-0.06040163,0.0010720383,0.0018594593,0.023521045,-0.75971663,979,0,977,2,-1.9759502,904.4417,0.0,0.0,31,False,1.5106108,,,,,,,,114,24,0.027102172,121,56,0,0.021301161,69.35006,0,0,0.9551832,0.2552964,0.63287264,0.18127137,0.54772323,-92.17656,63.933655,9.526222,-31.44693,False,998,30034.81782255477,6.2240996,4825.5684,14.493304,112,14863.856788839204,11.893145,1249.7836,14.908214,110,22097.9997768624,18.342638,1204.734,13.887013,1.2306336,0,0,0,0,0,1.0212002,0.41490936,0.6062908,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,133.19239759837615,1.5474388093476927,58.0085763930386,45.06131781758612,False,False,0,True,True,False,False,False,False,True,False,2.982484e-11,9.0862054e-11,0.9999802,,,,,,,,,,,,,,,,,,,,,,,02222773+6235306,02222773+6235306,704026130,704026130,13.118,12.892,12.731,AAA,12.33,12.012,6.758,2.936,AAAA,-0.41490936,0.6062908,1.0212002,0.22599983,0.38700008,0.16100025,0.3179999999999996,5.572,9.394,5.254,9.076,3.822,IRAS 02185+6221,35.6156021898,62.5918387279,0.0,0.0,90.0, Be*,5,02 22 27.74453,+62 35 30.6194,A,2020yCat.1350....0G,Be*,*|Be*|Em*|IR|MIR|NIR,,,,,B8,,0.4358,0.0189,-0.564,-0.381,0.011,0.017,90.0,,,,15.53,14.71,14.65,13.118,12.89,12.731,,,14.321,13.911,,0.010895
42622,3046409209157758592,1636148068921376768,Gaia DR3 3046409209157758592,3046409209157758592,1144195911,2016.0,106.04692319055404,0.053552914,-11.279914836831558,0.059539836,0.9973048517349752,0.063237555,15.770769,5.351887,-4.935356149762919,0.06953198,2.070013909414067,0.08292964,-0.22406764,0.01466591,-0.12464651,0.27314183,-0.25699437,0.253141,-0.20537344,-0.014740254,-0.017108798,-0.27256387,247,0,247,0,48.599823,3571.358,0.5579435,145.3386,31,True,1.4141032,,,,,,,,28,16,0.12395507,29,10,0,0.010750446,16.768736,0,0,3.8861625,0.21170315,0.17871194,0.14104646,0.6695019,-74.76184,55.649662,-35.18148,-38.150105,False,245,45496.0842112122,31.731083,1433.8018,14.042432,28,17389.91084965025,55.76834,311.82407,14.737799,28,41635.661536388136,95.42527,436.31693,13.199232,1.297377,0,0,0,0,0,1.5385666,0.69536686,0.84319973,32.356903,5.289664,2.0,14.0,1.0,13.0,9.823721,,,924.13135,,5500.0,4.5,0.0,0.0,,,,12.883539,0.06594979,13.0,,NOT_AVAILABLE,224.4169925590083,-2.3303852191148566,109.0088254425376,-33.666311860968456,False,False,0,True,True,False,False,False,False,True,False,1.020858e-13,5.0991345e-13,0.99999374,,,,,,,,,,,,,,,,,,,,,,,07041126-1116476,07041126-1116476,317513170,317513170,11.978,11.383,11.13,AAA,10.526,10.008,6.233,3.828,AAAA,-0.69536686,0.84319973,1.5385666,0.5949993,0.8479996,0.25300026,0.5180000000000007,4.293,6.698,3.775,6.18,2.405,ESO-HA 1925,106.0469455575,-11.2799240369,0.0,0.0,90.0, Em*,4,07 04 11.26693,-11 16 47.7265,A,2020yCat.1350....0G,EmLine*,*|Em*|G,,,,,,,0.9973,0.0632,-4.935,2.07,0.07,0.083,90.0,,,,,,,,,,,,,,,0.08563
42817,3102631602375346304,1636148068921376768,Gaia DR3 3102631602375346304,3102631602375346304,201887795,2016.0,104.46477552487772,0.014746149,-3.7629577977336734,0.013866879,0.4644622336091693,0.01638317,28.349962,0.98848623,-0.9671539003992072,0.018097753,0.2042507642561817,0.015624309,0.02457864,-0.08888861,-0.1497901,0.08089164,-0.31033307,0.069131225,-0.17865635,0.021969136,-0.03796561,0.021326656,243,243,240,3,2.5163243,731.0811,0.1126448,15.942819,31,True,1.6406024,,,,,,,,28,17,0.02518468,29,11,0,0.046732884,88.142654,0,0,1.1168146,,,,,,,,,False,241,4109040.603006238,3570.0447,1150.9774,9.153016,28,2548918.678256638,6376.6646,399.726,9.322652,28,2381472.7360683936,5468.554,435.4849,8.805781,1.1998887,0,0,0,0,0,0.5168705,0.16963577,0.34723473,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,217.01231584108297,-0.2891884213960488,106.15599095821166,-26.39460621401033,True,False,0,True,True,False,False,False,True,True,False,0.31346452,0.008144257,0.0003427078,37560.047,37537.33,37573.33,4.0946,4.0824,4.1079,-0.9808,-0.9956,-0.9469,1947.0505,1907.091,1982.9045,1.8784,1.8773,1.8796,1.8103,1.8091,1.8114,0.995,0.9944,0.9956,OB,06575154-0345467,06575154-0345467,362493713,362493713,8.519,8.329,8.075,AAA,7.741,7.452,6.65,5.758,AAAA,-0.16963577,0.34723473,0.5168705,0.18999958,0.44400024,0.25400066,0.2889999999999997,1.0909999999999993,1.983,0.8019999999999996,1.694,0.8920000000000003,HD 295852,104.4647798326,-3.7629587055,0.0,0.0,90.0, Em*,16,06 57 51.54716,-03 45 46.6513,A,2020yCat.1350....0G,EmLine*,*|Em*|MIR|NIR|V*,45.0,10.0,0.0001501,3.34e-05,B3e,,0.4645,0.0164,-0.967,0.204,0.018,0.016,90.0,,,,9.62,9.54,9.71,8.519,8.329,8.075,,,,9.14,,0.015816
73126,5590217046071569920,1636148068921376768,Gaia DR3 5590217046071569920,5590217046071569920,1430983965,2016.0,108.13277310275156,0.016155826,-36.148047396046906,0.019254163,0.62676030588033,0.020413825,30.702736,5.6155763,-2.3114461457303075,0.022065513,5.117803730400518,0.025094515,0.121856585,-0.0761353,-0.0043554446,-0.0022027143,0.08705789,-0.007612104,-0.24435788,0.10578162,0.051502496,0.14984591,382,382,380,2,-0.43018013,2681.6128,0.20590152,62.70507,95,False,,1.668614,0.004985908,-0.1489678,-0.12762918,0.033991445,0.08208107,-0.0010105355,44,28,0.03607164,47,47,0,0.007028553,28.031002,0,0,0.9834259,,,,,,,,,False,388,844380.9420350919,279.12738,3025.074,10.871021,43,555197.2548770494,296.74167,1870.9784,10.977424,44,430093.7886852116,143.77464,2991.444,10.663987,1.1668798,0,0,0,0,0,0.3134365,0.1064024,0.20703411,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,247.7305882179684,-11.707953930099038,118.16225565884533,-57.82763363814784,False,False,0,True,True,False,False,False,True,True,False,1.02931207e-13,5.141362e-13,0.99991024,9017.289,9004.937,9030.704,3.495,3.4823,3.5022,-0.088,-0.1073,-0.0287,1560.1548,1540.6757,1601.1606,0.5777,0.575,0.5803,0.5416,0.539,0.5441,0.2895,0.2881,0.2909,A,07123186-3608530,07123186-3608530,170676865,170676865,10.353,10.299,10.1,AAA,9.681,9.189,7.921,6.596,AAAA,-0.1064024,0.20703411,0.3134365,0.0539999,0.2529993,0.1989994,0.4919999999999991,1.759999999999999,3.084999999999999,1.2679999999999998,2.593,1.3250000000000002,TYC 7115-534-1,108.1327858249,-36.1480701418,0.0,0.0,90.0,   *,1,07 12 31.86860,-36 08 53.0525,A,2020yCat.1350....0G,Star,*|NIR,,,,,,,0.6268,0.0204,-2.311,5.118,0.022,0.025,90.0,,,,11.14,10.91,,10.353,10.299,10.1,,,,,,0.089849
82297,5968525840049080192,1636148068921376768,Gaia DR3 5968525840049080192,5968525840049080192,1514037211,2016.0,248.95275612018511,0.014830123,-42.12290656077781,0.008719412,0.8174452912667652,0.01794275,45.558525,0.42534488,0.0056189492804281,0.020389214,-0.4253077548336013,0.017148415,-0.2206091,0.0914655,-0.3065364,-0.10209426,-0.0067259436,-0.06349755,-0.4669227,-0.14144419,0.26868242,-0.13719216,578,578,577,1,0.672857,1216.3608,0.0939081,12.376833,31,False,1.5685114,,,,,,,,66,19,0.029219685,69,20,0,0.022233322,72.37717,0,0,1.0193727,,,,,,,,,True,592,4047432.3186816266,5843.667,692.6186,9.169418,67,2208506.4496941185,8996.841,245.47577,9.478295,67,2761762.5670268605,11042.46,250.10393,8.64493,1.2280054,0,0,0,0,0,0.83336544,0.308877,0.52448845,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,341.0132869611927,3.577529936072968,253.5455964808644,-19.878432339674703,False,False,0,True,True,False,False,False,False,True,False,3.7905835e-08,8.457515e-09,0.9999927,,,,,,,,,,,,,,,,,,,,,,,16354866-4207225,16354866-4207225,138413108,138413108,7.953,7.724,7.483,AAA,7.043,6.746,5.902,4.94,AAAA,-0.308877,0.52448845,0.83336544,0.22900009,0.47000027,0.24100018,0.2969999999999997,1.141,2.103,0.8440000000000003,1.806,0.9619999999999996,HD 149313,248.9527560865,-42.1229046705,0.0,0.0,90.0, Be*,42,16 35 48.66146,-42 07 22.4568,A,2020yCat.1350....0G,Be*,*|Be*|Em*|NIR|V*,,,,,B2Ia/be,,0.8174,0.0179,0.006,-0.425,0.02,0.017,90.0,,,,9.8,9.27,9.7,7.953,7.724,7.483,,9.64,9.11,8.9,,0.006806
25858,5253401931190623872,1636148068921376768,Gaia DR3 5253401931190623872,5253401931190623872,28075671,2016.0,152.4061645402831,0.016741702,-61.173614450347145,0.01658918,0.3307366095215036,0.01942469,17.02661,6.921241,-6.244081694344909,0.023368672,2.985803125408103,0.020355009,0.116244,0.108897574,0.03314668,0.07942866,0.23514268,0.11591084,-0.0015789869,0.18327992,0.13389812,0.04811001,355,355,351,4,-4.7187705,1359.791,0.17948379,33.1838,31,False,1.7548774,,,,,,,,40,26,0.03264982,43,12,1,0.0066794907,107.41263,0,0,0.82519037,,,,,,,,,False,363,2279202.839578818,4176.8716,545.67224,9.79291,38,1664173.1760066631,8973.504,185.45412,9.785546,40,1026227.1046161784,8405.365,122.09191,9.719787,1.1804129,0,0,0,0,0,0.06575966,-0.0073633194,0.07312298,,,,,,,,,,,,,,,,,,,,,,,NOT_AVAILABLE,284.6511970097231,-4.183587149324107,198.5726803961055,-63.20558704509619,False,False,0,True,True,False,False,False,True,True,False,1.02563554e-13,5.122998e-13,0.9999989,29294.713,29220.443,29367.236,4.0583,4.0319,4.0877,0.001,0.0001,0.0028,2749.3572,2635.9116,2855.8347,0.9185,0.9143,0.9229,0.9163,0.9119,0.9208,0.4992,0.4968,0.5017,OB,10093748-6110250,10093748-6110250,52855643,52855643,9.584,9.431,9.223,AAA,9.058,8.751,7.83,6.956,AAAA,0.0073633194,0.07312298,0.06575966,0.15299988,0.36100006,0.20800018,0.3070000000000004,1.2279999999999998,2.1019999999999994,0.9209999999999994,1.794999999999999,0.8739999999999997,HD 304958,152.4062220972,-61.1736277206,0.0,0.0,90.0, Em*,13,10 09 37.49330,-61 10 25.0598,A,2020yCat.1350....0G,EmLine*,*|Em*|NIR|UV,,,,,OBe,,0.3307,0.0194,-6.244,2.986,0.023,0.02,90.0,,,,9.83,9.8,9.98,9.584,9.431,9.223,,9.96,9.88,10.03,,0.11074
